"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"10/10/2023 5 a.m. EDT",357503.26,356242.78,352937.27,984
US48,"10/10/2023 6 a.m. EDT",365004.13,368475.87,360861.13,885
US48,"10/10/2023 7 a.m. EDT",385408.78,387287.91,380034.78,-769
US48,"10/10/2023 8 a.m. EDT",406784.51,404458.74,401397.51,-891
US48,"10/10/2023 9 a.m. EDT",417358.75,413846.96,413461.75,-424
US48,"10/10/2023 10 a.m. EDT",422109.63,421215.54,420533.63,804
US48,"10/10/2023 11 a.m. EDT",427452.43,426419.34,425981.43,1113
US48,"10/10/2023 12 p.m. EDT",434035.37,431138.05,431891.37,916
US48,"10/10/2023 1 p.m. EDT",440709.46,436416.49,438228.46,747
US48,"10/10/2023 2 p.m. EDT",448276.88,442514.88,444509.88,975
US48,"10/10/2023 3 p.m. EDT",453414.78,449094.97,449932.78,957
US48,"10/10/2023 4 p.m. EDT",459094.76,455862.37,456218.76,1148
US48,"10/10/2023 5 p.m. EDT",465601.2,463604.2,463365.19,1080
US48,"10/10/2023 6 p.m. EDT",470375.23,469625.62,468169.23,675
US48,"10/10/2023 7 p.m. EDT",472995.47,472708.34,470753.46,25
US48,"10/10/2023 8 p.m. EDT",476483.67,474141.16,474718.66,157
US48,"10/10/2023 9 p.m. EDT",473445.83,468367.51,471424.83,919
US48,"10/10/2023 10 p.m. EDT",459928.88,453414.93,457752.88,1627
US48,"10/10/2023 11 p.m. EDT",439739.48,432807.82,436849.47,1743
US48,"10/11/2023 12 a.m. EDT",417414.88,409504.1,414710.87,2503
US48,"10/11/2023 1 a.m. EDT",398308.43,388392.28,395133.42,2675
US48,"10/11/2023 2 a.m. EDT",382295.12,373590.56,377680.11,1883
US48,"10/11/2023 3 a.m. EDT",369665.21,362073.3,365467.21,1930
US48,"10/11/2023 4 a.m. EDT",362580.79,356922.52,358760.79,2347
US48,"10/11/2023 5 a.m. EDT",361071.81,359031.62,357282.81,1794
US48,"10/11/2023 6 a.m. EDT",369267.37,371258.58,366323.37,2096
US48,"10/11/2023 7 a.m. EDT",389721.64,389607.41,385861.64,1220
US48,"10/11/2023 8 a.m. EDT",410964.79,405187.89,406864.79,612
US48,"10/11/2023 9 a.m. EDT",421597.79,415063.02,419030.79,1070
US48,"10/11/2023 10 a.m. EDT",425970.37,422855.49,425081.37,1768
US48,"10/11/2023 11 a.m. EDT",432534.81,428425.01,430029.81,1147
US48,"10/11/2023 12 p.m. EDT",437175.01,433090.22,434908.01,1455
US48,"10/11/2023 1 p.m. EDT",441993.63,438325.73,438984.63,1574
US48,"10/11/2023 2 p.m. EDT",446100.39,442620.94,442308.39,1548
US48,"10/11/2023 3 p.m. EDT",448407.65,447469.81,445102.65,1528
US48,"10/11/2023 4 p.m. EDT",451399.57,453642.43,448077.57,838
US48,"10/11/2023 5 p.m. EDT",454984.45,460965.47,452317.45,1054
US48,"10/11/2023 6 p.m. EDT",459559.21,466704.94,456862.21,537
US48,"10/11/2023 7 p.m. EDT",463287.02,470696.08,460600.02,162
US48,"10/11/2023 8 p.m. EDT",466993.28,471780.4,464844.28,21
US48,"10/11/2023 9 p.m. EDT",463854.42,466106.63,462134.42,735
US48,"10/11/2023 10 p.m. EDT",452826.84,452508.3,444794.84,1157
US48,"10/11/2023 11 p.m. EDT",434749.67,432494.26,426838.66,2282
US48,"10/12/2023 12 a.m. EDT",413910.48,409894.13,405680.47,2619
US48,"10/12/2023 1 a.m. EDT",395881.49,389303.35,388096.48,2323
US48,"10/12/2023 2 a.m. EDT",380204.34,370160.89,372420.33,2444
US48,"10/12/2023 3 a.m. EDT",369692.71,356912.82,365269.7,1739
US48,"10/12/2023 4 a.m. EDT",362746.48,354808.49,359988.48,1974
US48,"10/12/2023 5 a.m. EDT",362159.09,356913.87,358430.09,1470
US48,"10/12/2023 6 a.m. EDT",369196.14,369219.43,365400.14,1113
US48,"10/12/2023 7 a.m. EDT",388951.98,388889.44,385571.99,625
US48,"10/12/2023 8 a.m. EDT",410868.33,404911.47,407879.33,605
US48,"10/12/2023 9 a.m. EDT",422214.35,416360.7,420272.34,1068
US48,"10/12/2023 10 a.m. EDT",428685.83,424928.82,427191.83,1067
US48,"10/12/2023 11 a.m. EDT",437199.02,431690.5,435724.02,1105
US48,"10/12/2023 12 p.m. EDT",443116.78,436484.73,441606.78,1159
US48,"10/12/2023 1 p.m. EDT",446742.08,441507.62,444803.07,1461
US48,"10/12/2023 2 p.m. EDT",450628.26,446500.22,447851.26,1574
US48,"10/12/2023 3 p.m. EDT",453243.52,451665.4,451304.52,1713
US48,"10/12/2023 4 p.m. EDT",456995.4,458615.66,455245.4,1150
US48,"10/12/2023 5 p.m. EDT",463220.07,466693.21,461825.07,1119
US48,"10/12/2023 6 p.m. EDT",468706.54,472469.83,467698.54,1042
US48,"10/12/2023 7 p.m. EDT",472030.37,476207.64,471231.37,778
US48,"10/12/2023 8 p.m. EDT",475166.3,477369.8,474518.3,738
US48,"10/12/2023 9 p.m. EDT",471424.48,471802.17,470319.48,973
US48,"10/12/2023 10 p.m. EDT",459895.65,457489.4,457949.65,1245
US48,"10/12/2023 11 p.m. EDT",441012.27,437169.04,438058.27,1450
US48,"10/13/2023 12 a.m. EDT",419884.8,413606.22,417088.8,1991
US48,"10/13/2023 1 a.m. EDT",400141.25,392783.04,396797.25,1521
US48,"10/13/2023 2 a.m. EDT",383101.16,374549.88,380098.16,2479
US48,"10/13/2023 3 a.m. EDT",371377.7,363087.07,368252.7,2364
US48,"10/13/2023 4 a.m. EDT",364647.41,357436.83,362057.41,2104
US48,"10/13/2023 5 a.m. EDT",363122.41,358826.87,360716.41,2287
US48,"10/13/2023 6 a.m. EDT",370291.84,369859.92,368328.84,2258
US48,"10/13/2023 7 a.m. EDT",387196.87,387222.67,384996.87,1359
US48,"10/13/2023 8 a.m. EDT",408036.3,403623.45,404908.3,560
US48,"10/13/2023 9 a.m. EDT",419679.8,415057.14,417552.8,1080
US48,"10/13/2023 10 a.m. EDT",427997.24,425147.89,427201.24,1458
US48,"10/13/2023 11 a.m. EDT",438428.11,433192.59,437068.11,1513
US48,"10/13/2023 12 p.m. EDT",444469.33,439189.3,443484.33,1394
US48,"10/13/2023 1 p.m. EDT",450520.44,444391.39,449016.44,1206
US48,"10/13/2023 2 p.m. EDT",456198.16,449558.87,454143.16,1125
US48,"10/13/2023 3 p.m. EDT",461250.89,454590.3,459097.89,1353
US48,"10/13/2023 4 p.m. EDT",464694.49,460263.46,462792.49,1420
US48,"10/13/2023 5 p.m. EDT",469027.46,466230.74,467584.46,1027
US48,"10/13/2023 6 p.m. EDT",472656.25,469122.31,471956.25,1232
US48,"10/13/2023 7 p.m. EDT",471625.85,468833.89,470003.85,1143
US48,"10/13/2023 8 p.m. EDT",468536.39,466338.99,467189.38,959
US48,"10/13/2023 9 p.m. EDT",460549.8,458559.37,459309.79,843
US48,"10/13/2023 10 p.m. EDT",449080.89,445165.61,446690.88,577
US48,"10/13/2023 11 p.m. EDT",432994.75,427253.59,429470.74,535
US48,"10/14/2023 12 a.m. EDT",414133.03,406272.37,411002.02,1285
US48,"10/14/2023 1 a.m. EDT",395427.2,386653.21,391973.19,1130
US48,"10/14/2023 2 a.m. EDT",379437.5,368474.7,376047.5,1754
US48,"10/14/2023 3 a.m. EDT",366900.5,356897.1,362888.5,1262
US48,"10/14/2023 4 a.m. EDT",357905.59,349001.72,354008.58,750
US48,"10/14/2023 5 a.m. EDT",352126.67,345887.09,348364.67,317
US48,"10/14/2023 6 a.m. EDT",351715.34,347835.88,347674.34,-275
US48,"10/14/2023 7 a.m. EDT",357130.74,354242.29,353239.74,33
US48,"10/14/2023 8 a.m. EDT",365877.52,363466.27,362349.51,148
US48,"10/14/2023 9 a.m. EDT",377381.64,376158.3,374180.64,760
US48,"10/14/2023 10 a.m. EDT",390759.89,388084.94,388084.88,1123
US48,"10/14/2023 11 a.m. EDT",402539.16,397829.83,399563.16,792
US48,"10/14/2023 12 p.m. EDT",410390.71,404928.26,408186.7,980
US48,"10/14/2023 1 p.m. EDT",416942.73,411513.34,415469.73,1208
US48,"10/14/2023 2 p.m. EDT",416553.08,411030.8,411430.07,565
US48,"10/14/2023 3 p.m. EDT",411749.29,412482.35,408056.29,116
US48,"10/14/2023 4 p.m. EDT",414069.04,416029.16,411092.04,379
US48,"10/14/2023 5 p.m. EDT",419007.64,421598.22,415644.64,181
US48,"10/14/2023 6 p.m. EDT",423252.57,426495.03,421255.56,463
US48,"10/14/2023 7 p.m. EDT",425402.26,429486.56,424309.26,338
US48,"10/14/2023 8 p.m. EDT",427475.43,430256.17,425988.43,-122
US48,"10/14/2023 9 p.m. EDT",425447.69,426337.5,424903.69,1109
US48,"10/14/2023 10 p.m. EDT",417587.28,416524.38,415646.28,1353
US48,"10/14/2023 11 p.m. EDT",404787.31,401443.91,401532.31,1157
US48,"10/15/2023 12 a.m. EDT",388300.78,383793.12,384210.77,1120
US48,"10/15/2023 1 a.m. EDT",370981.5,368972.54,366019.5,116
US48,"10/15/2023 2 a.m. EDT",357624.5,356416.42,351986.5,-197
US48,"10/15/2023 3 a.m. EDT",346945.39,344378.1,341846.39,293
US48,"10/15/2023 4 a.m. EDT",339755.09,338241.74,335353.09,189
US48,"10/15/2023 5 a.m. EDT",336442.48,335054.65,331925.48,199
US48,"10/15/2023 6 a.m. EDT",335790.47,335325.84,331542.46,228
US48,"10/15/2023 7 a.m. EDT",339404.2,338174.59,335430.2,-133
US48,"10/15/2023 8 a.m. EDT",348124.61,346879.92,344282.61,-224
US48,"10/15/2023 9 a.m. EDT",358408.41,358166.28,355264.41,429
US48,"10/15/2023 10 a.m. EDT",369564.29,369425.82,366907.29,532
US48,"10/15/2023 11 a.m. EDT",378361.41,377522.97,375413.41,91
US48,"10/15/2023 12 p.m. EDT",384525.85,382909.56,382138.85,-167
US48,"10/15/2023 1 p.m. EDT",389892.13,386850.2,386990.13,-11
US48,"10/15/2023 2 p.m. EDT",393750.06,389038.52,390081.06,-351
US48,"10/15/2023 3 p.m. EDT",396339.29,392521.75,392532.29,-257
US48,"10/15/2023 4 p.m. EDT",397977.86,398016.03,394644.86,-295
US48,"10/15/2023 5 p.m. EDT",403820.89,406744.56,400863.89,135
US48,"10/15/2023 6 p.m. EDT",412418.08,415966.95,410787.08,-512
US48,"10/15/2023 7 p.m. EDT",422823.51,425622.85,421692.51,-472
